,0,1
528,4926189,"Arenado, K. out at third c to 3b."
529,4926189,"Johnson, N. to p for Meredith, N.."
530,4926189,"McCleve, Z. to p for Schramm, D.."
531,4926189,"Giffins, J. to p for McCleve, Z.."
532,4926189,"Zavolta, V. pinch ran for Kiernan, J.."
533,4926881,Thomas Crowley reached on a fielders choice Billy Keegan out at second 3b to 2b Michael Golankiewicz advanced to third.
534,4926881,Michael Golankiewicz reached on a fielders choice Kurtis Stadnicki out at second ss unassisted.
535,4926881,Colten Weber to p for AJ Archambo.
536,4926881,Kurtis Stadnicki reached on a fielders choice Nick Shumski out at second 3b to 2b.
537,4926881,Caleb Denny reached on a fielders choice Isaac Coffey out at second 2b to ss.
538,4926881,Wyatt Villella to p for Timmy Kalantzakos.
539,4926881,Jake Thibault to p for Wyatt Villella.
540,4926881,Drew Lowe to rf for Caleb Denny.
541,4926881,Anthony Martinez to 3b.
542,4926881,Hunter Swift to cf.
543,4926881,Kaleb McCullough to p for Colten Weber.
544,4926344,N. THIGPEN reached on a fielders choice H. WRIGHT out at second ss to 2b.
545,4926344,"GARELLA, J. reached on a fielders choice BARTLETT, C. out at second 3b to 2b SMITH, C. advanced to third."
546,4926344,R. INSCO to p for W. CANNON.
547,4926344,"YOUNGBRANDT, to p for Harris, T.."
548,4926344,LAFOLLETTE pinch hit for E. WHITLEY.
549,4926344,LAFOLLETTE to 1b.
550,4926344,D. HUSSEY to p for R. INSCO.
551,4926344,"TOWNSEND, C. to p for YOUNGBRANDT,."
552,4926344,B. DAVIS reached on a fielders choice LAFOLLETTE out at second 3b to 2b.
553,4926344,N. WOHLBOLD to p for D. HUSSEY.
554,4926344,"POLK, S. to c for HERNANDEZ, R."
555,4926344,"REDDING, C. to c."
556,4926344,"BLOOM, S. to 1b for HERNANDEZ, R."
557,4926344,"BALANDIS, M. to p for TOWNSEND, C.."
558,4926344,C. HARFORD pinch hit for H. WRIGHT.
559,4926344,T. FULLERTON to lf for C. HARFORD.
560,4958427,B. Rembert reached on a fielders choice T. Daniels out at second 2b unassisted.
561,4958427,A. Martinez reached on a fielders choice T. Gordon advanced to second B. Johnson advanced to third A. Garcia out at home 3b to c.
562,4958427,T. Daniels reached on a fielders choice Ja. Smith out at second 2b to ss.
563,4958427,R. Miles to p for T. Tubbs.
564,4958427,T. Cole out at second c to ss.
565,4958427,J. Maxcey to p for R. Miles.
566,4958427,T. Smith to p for J. Fernandez.
567,4958427,A. Martinez reached on a fielders choice T. Gordon out at second 3b to 2b.
568,4958427,D. Jett pinch hit for X. Jefferson.
569,4958427,A. Paige pinch hit for J. Smith.
570,4958427,G. Osborne to p for T. Smith.
571,4958427,Z. Trevino to 2b for A. Paige.
572,4958427,D. Jett to rf.
573,4958427,K. Jenkins reached on a fielders choice H. Wilson advanced to second T. Cole advanced to third B. Rembert out at home 2b to c.
574,4926734,BOHM to p for JOHNSON.
575,4926734,"Hall, L. to p for Jett, J.."
576,4926734,"Rosso, S. pinch ran for Sica, A.."
577,4926734,PARKER to p for BOHM.
578,4926734,"Joyce, J. to p for Hall, L.."
579,4926734,"Rosso, S. to dh."
580,4926734,BEAM pinch hit for ALBRECHT.
581,4926734,BOLTON pinch ran for SAGE.
582,4926734,"Mirando, M. to p for Joyce, J.."
583,4926734,NISLE to rf.
584,4926734,FUGITT to 1b for GAVRE.
585,4926734,POWERS to 2b for BOLTON.
586,4926734,BEAM to lf.
587,4926734,HOFSTRA to p for PARKER.
588,4932080,"Couhig,N to p for Pelio, M.."
589,4932080,SEEBACH to p for LASIEWICZ.
590,4932080,"Marzonie, M to p for Couhig,N."
591,4932080,TURELLI to p for SEEBACH.
592,4932080,PETERS to cf for BARNES.
593,4929999,"ZEGNA, N. to p for BEASLEY, J.."
594,4929999,"KLEIN, B. reached on a fielders choice NIELSEN, P. out at second ss to 2b."
595,4929999,"HALLIGAN, P. to p for ZEGNA, N.."
596,4929999,"MACK,Tony reached on a fielders choice FAULK,Shane out at second 2b to ss MCLEAN,Zach advanced to third."
597,4929999,"FOSTER,J. to p for Chavis, E.."
598,4929999,"Rodriguez, J pinch hit for Bibb, A.."
599,4929999,"KNAPP,C. pinch hit for WILLIAMS,J."
600,4929999,"BARTLEY,D. pinch hit for MEITZLER,S.."
601,4929999,"Rodriguez, J to dh."
602,4929999,"KNAPP,C. to 2b."
603,4929999,"BARTLEY,D. to c."
604,4929999,"Reyna, A. to 3b for MACK,Tony."
605,4929999,"BRADLEY, T. to p for HALLIGAN, P.."
606,4929999,"RECKLING, C. to rf."
607,4929999,"BARRETT, J. to cf for MILES, C.."
608,4929999,"MANDERSON, J to c for KLEIN, B.."
609,4929999,DeLONGCHAMPS to lf.
610,4929999,"LEADENHAM, C to 3b for LYONS, J.."
611,4929999,"Cawthorne, I to p for FOSTER,J.."
612,4929999,"FOX,J. to p for Cawthorne, I."
613,4929999,"RECKLING, C. reached on a fielders choice DeLONGCHAMPS out at second ss to 2b MROWKA, C. advanced to third."
614,4929999,"ONeal, J. to p for FOX,J.."
615,4929999,"MORGAN, S. pinch hit for MILLER-GREEN."
616,4926255,"GUY reached on a fielders choice to pitcher, bunt McDYRE advanced to second HIGHFILL out at third p to 3b."
617,4926255,GILBERT to p for WEATHERLY.
618,4926255,MEREDITH reached on a fielders choice to second base HENDERSON out at second 2b to ss.
619,4926255,PRICE to p for MEYER.
620,4926255,REED to p for GILBERT.
621,4926255,SPIERS to p for REED.
622,4926255,FLUHARTY to p for PRICE.
623,4926255,TEODOSIO reached on a fielders choice to third base FAIREY advanced to second HACKENBERG out at third 3b unassisted.
624,4926255,BRITTS to p for FLUHARTY.
625,4926255,BAUGHMAN pinch hit for McDYRE.
626,4926306,PAYERO to p for MCLINSKEY.
627,4926306,"Poteet, DJ reached on a fielders choice to second base, RBI (1-1 SB):Turconi, M. out at second 2b to ss:Crum, D. scored, unearned."
628,4926306,"Seymour, B. reached on a fielders choice to second base (1-2 KKFB):Lanzilli, C. out at second 2b to ss:Poteet, DJ advanced to third."
629,4926306,"Witt, T. to p for Cusick, R.."
630,4926306,"Smith, S. to p for Witt, T.."
631,4932039,Spurlin reached on a fielders choice (0-0) Roberts out at second 2b to ss.
632,4932039,"CUNNINGHAM,T reached on a fielders choice, RBI (3-2 BBKFB) HERRON,M out at second 3b to 2b BOULDIN,K scored."
633,4932039,"WARRINGTON,A to p for LOPER,C."
634,4932039,Greenler to p for Wetherbee.
635,4932039,"Stanley reached on a fielders choice, RBI (1-2 BKSF) Spurlin out at second 2b to ss Roberts advanced to third Cicci scored."
636,4932039,"LAYTON,D to p for WARRINGTON,A."
637,4932039,"KIMMELL,T to rf for RIVERA,M."
638,4932039,"JONES,T to cf for HERRON,M."
639,4932039,"CUNNINGHAM,T to lf."
640,4932039,Cranston pinch hit for Galason.
641,4932039,Cranston reached on a fielders choice (2-2 BFKFB) Stanley out at second 3b to 2b Spurlin advanced to third.
642,4932039,"Iadisernia reached on a fielders choice, RBI (1-0 B) Cranston out at second 2b to ss Spurlin scored."
643,4932039,Cranston to cf.
644,4932039,Pico to 2b for Roberts.
645,4932039,Stanley to lf.
646,4932039,"BREWER,M pinch hit for CUNNINGHAM,T."
647,4932039,"PAIGE,T pinch hit for VASQUEZ,A."
648,4932039,"STEVENS,A pinch hit for JORDAN,T."
649,4932039,"BURRELL,A pinch hit for WEGLARZ,J."
650,4932039,"GIBBS,B pinch hit for GILLIS,J."
651,4932039,"STEVENS,A to ss."
652,4932039,"BURRELL,A to lf."
653,4932039,"GIBBS,B to 3b."
654,4932039,"BREWER,M to c."
655,4932039,"PAIGE,T to 2b."
656,4932039,Sponseller pinch hit for Oldham.
657,4932039,Borucki to c for Cicci.
658,4932039,Arendt to p for Greenler.
659,4932039,"DAVIS,H pinch ran for BOULDIN,K."
660,4932039,Hennings pinch hit for Spurlin.
661,4932039,"SANDERS, S. to p for LAYTON,D."
662,4932039,Havens pinch hit for Satterfield.
663,4932039,Havens to 1b.
664,4932039,Sponseller to dh.
665,4932039,Hennings to ss.
666,4932039,Lorenz to p for Arendt.
667,4926066,"COOK, B. to p for McMURRAY, T.."
668,4926066,Och to p for Shepard.
669,4926066,LeBlanc pinch ran for Fischer.
670,4926066,"HOLDEN, C. to p for COOK, B.."
671,4926066,Blaylock pinch ran for McGillis.
672,4926066,LeBlanc to dh.
673,4926066,Blaylock to 1b.
674,4926066,"POIRY, C. to p for HOLDEN, C.."
675,4926066,"CRUMP, A. to c for BOOTH, T.."
676,4926066,"SCHAD, W. pinch hit for DARMAFALL, S."
677,4928151,"KELLY, L. to p for DENZ, D.."
678,4928151,"OLSON, T. to p for FLAMM."
679,4928151,"HILDRETH, M. reached on a fielders choice (1-2 FBS) BASKIN, A. out at second 3b to 2b."
680,4928151,"WEBB, B. pinch ran for HILDRETH, M.."
681,4928151,"MILLER, E. to p for OLSON, T.."
682,4928151,"WILBON, J. to lf for BIBILONI, I.."
683,4928151,"WEBB, B. to 2b."
684,4928151,"HEPLER to p for MILLER, E.."
685,4928151,"METOXEN, T. to p for KELLY, L.."
686,4926880,M. Thomas to rf.
687,4926880,M. Thomas reached on a fielders choice (0-2 FF):M. McDermott out at second 3b to 2b:J. Cone advanced to third.
688,4926880,B.Williamson reached on a fielders choice (0-0):B. Raquet out at second ss to 2b.
689,4926880,"CADDELL, S. reached on a fielders choice (2-1 BBS):FRANCISCO, T out at second ss to 2b."
690,4926880,R. Prarie to p for C. Farrell.
691,4926880,"BURLESON, A. to lf."
692,4926880,"KIMMEL, T. to p for JAYNE, C.."
693,4926880,"BRIDGES, M. to p for KIMMEL, T.."
694,4926880,R. Prosperi to p for R. Prarie.
695,4926880,"WHISENHUNT pinch hit for BRIDGES, M.."
696,4926880,"COLMORE, C. to p for WHISENHUNT."
697,4926880,"SAYLOR, G. to p for COLMORE, C.."
698,4926880,J. Haney to p for R. Prosperi.
699,4926880,"LOSITO, T. pinch ran for BURLESON, A.."
700,4926833,B. Gorham to p for Z. Sharpe.
701,4926833,WAGNER to p for OLSON.
702,4926833,BRUS to p for WAGNER.
703,4926833,SILVERSTEIN pinch ran for HOWELL.
704,4926833,SILVERSTEIN to cf.
705,4926833,CLEARY to lf.
706,4926833,JONES to p for BRUS.
707,4926833,A. Smith to p for B. Gorham.
708,4926833,PURSINGER pinch ran for BRICKMAN.
709,4926833,WILSON pinch hit for SILVERSTEIN.
710,4926833,PURSINGER to 1b.
711,4926833,WILSON to lf.
712,4926833,CLEARY to cf.
713,4926833,HELLGETH to p for JONES.
714,4926833,B. Kunz to p for A. Smith.
715,4926833,B. Roberson pinch ran for Brandenburg.
716,4926833,ESPELIN to p for HELLGETH.
717,4926833,J. Meadows pinch ran for C. Weiss.
718,4926833,ROBERTSON to p for ESPELIN.
719,4926833,COX to p for ROBERTSON.
720,4926833,B. Baldwin reached on a fielders choice (1-0):T. Wells advanced to second:J. Croom advanced to third:M. Suggs out at home 3b to c.
721,4932955,Clarke reached on a fielders choice (1-1 KB):Eyster out at second ss to 2b.
722,4932955,"McOsker, J. to p for Keough, G.."
723,4932955,"DiLauro, J. to p for McOsker, J.."
724,4932955,"Rinaldi, C. reached on a fielders choice (0-1 K):Meyer, C. out at second p to ss."
725,4932955,"Clarkin, M. to p for DiLauro, J.."
726,4932955,"Power, M. to 2b for Dellacono, B."
727,4932955,"DAcunto, A. to c for Livingston."
728,4932955,Heinrich pinch ran for Milone.
729,4932955,Allen to rf.
730,4932955,Myers to cf for Campbell.
731,4932955,Heinrich to 3b.
732,4932955,Eyster to lf.
733,4932955,"Crotty, C. to p for Clarkin, M.."
734,4932955,Lawson to p for Mlodzinski.
735,4932955,Burgess to c for Beaver.
736,4932955,"Talbot, B. to p for Crotty, C.."
737,4932955,"McKenna, A. to c for DAcunto, A.."
738,4932955,Amicangelo pinch hit for Bowen.
739,4932955,Sightler pinch hit for Eyster.
740,4932955,Sightler to lf.
741,4932955,Tujetsch to p for Lawson.
742,4932955,"Petrushka, J pinch hit for Blum, E.."
743,4929893,M. Stiles to p for J. Svete.
744,4929893,M. Stiles to p for J. Svete.
745,4929893,M. Lazos to p for M. Stiles.
746,4929893,"WHEELER, W. to p for MARKS, J.."
747,4929893,"TODARO, C. to lf for TAYLOR, J.."
748,4926050,"Dockman, M. to p for Jarvis, B.."
749,4926050,"Cerruto, C. reached on a fielders choice (2-1 BKB) Giachin, A. out at second ss to 2b."
750,4926050,"Herrick, E. to p for Dockman, M.."
751,4926050,"Titus, D. pinch ran for Cerruto, C.."
752,4926050,"Maxwell, R. reached on a fielders choice (0-0) Rothenberg out at second 3b to 2b."
753,4926050,"Buecker, R. to p for Smith, L.."
754,4926050,"Hoyle, W. pinch hit for Norris, G.."
755,4926050,"Hoyle, W. to 2b."
756,4926050,"Loper, J. to p for Herrick, E.."
757,4926050,"Titus, D. to dh."
758,4926050,"Hart, W. to p for Buecker, R.."
759,4926050,"Flannery, H. to p for Hart, W.."
760,4929923,J. Curry to p for J. Lewis.
761,4929923,I. Cordero to p for J. Curry.
762,4929923,C. Sawyer reached on a fielders choice (1-1 FB) R. Caveness out at second 2b to ss.
763,4929923,"Weiss, C. pinch hit for Leum, F.."
764,4929923,"Kirkley, C. pinch hit for Port, B.."
765,4929923,"Thomas, D. pinch hit for Brown, E.."
766,4929923,"Thomas, D. to 3b."
767,4929923,"Pate, M. to lf for Riopelle, B.."
768,4929923,Gattinelli to c.
769,4929923,"Weiss, C. to dh."
770,4929923,"Kirkley, C. to 2b."
771,4929923,"Holcombe, G. to p for McCambley, Z."
772,4929923,P. Cavenaugh to rf for R. Caveness.
773,4929923,C. Sawyer to c.
774,4929923,"Johnson, J. pinch hit for Lucky, N.."
775,4929923,"Johnson, J. to rf."
776,4929923,"Westfall, K. to cf for Hyde, M.."
777,4929923,D. Flores pinch hit for Z. Budzik.
778,4925962,"Lucas, B. to p for Carr, J.."
779,4925962,Helmstetter to p for Hansen.
780,4925962,"Price, J. to p for Lucas, B.."
781,4925962,"Choboy, L. pinch hit for Hansis, D.."
782,4926855,Bloss to p for Woodward.
783,4926855,OConnor to p for Bloss.
784,4926855,"SHEPPARD, C. to p for SMITH, H.."
785,4926855,"SINGSANK, C. pinch hit for JOHNSON, J.."
786,4926855,"STUART, A. to 2b for EBERT, J.."
787,4926855,"SINGSANK, C. to dh."
788,4926855,OHara to p for OConnor.
789,4940740,J.R. Plumlee pinch ran for B. Van Cleve.
790,4940740,T. Broadway to p for D. Nikhazy.
791,4940740,Elliott to p for Detmers.
792,4940740,Leonard to lf for Britton.
793,4940740,Play at first base was reviewed. Play stands.
794,4940740,"Play at third was reviewed. Call stands,."
795,4940740,J.R. Plumlee to dh.
796,4940740,Usher to rf for Oriente.
797,4940740,Rushing pinch hit for Masterman.
798,4940740,Kirian to p for Elliott.
799,4940740,T. Elko reached on a fielders choice J. Bench out at second ss unassisted.
800,4940740,L. Savell to p for T. Broadway.
801,4940740,K. Loposer pinch hit for J. Ealy.
802,4925993,"Wilbur,J reached on a fielders choice (0-0) Gaytan,A out at second 2b to ss."
803,4925993,"Daily,D to 3b."
804,4925993,"Gutierrez,D to 2b for Paulino,R."
805,4925993,"Gutierrez,D reached on a fielders choice, bunt (1-0 B) Daily,D advanced to second Wilbur,J out at third p to 3b."
806,4925993,"Baier,J to p for Cumming,D."
807,4925993,Snyder to p for Matthews.
808,4925993,"Gaytan,A reached on a fielders choice (1-2 FFFB) Ardnt,P out at second 2b to ss."
809,4925993,"Lewis,C to p for Baier,J."
810,4925993,Tyndall to p for Snyder.
811,4925993,"Bloat,K pinch ran for Brooks,J."
812,4925993,"Bloat,K to lf."
813,4925993,Jones pinch hit for Prater.
814,4925993,Graves pinch hit for Parks.
815,4925993,"Peacock,C to p for Lewis,C."
816,4925993,Capell pinch hit.
817,4925993,Capell to c for Goehrig.
818,4925993,"Bigbie reached on a fielders choice, RBI (1-0 B) Wilder out at second ss to 2b Capell advanced to third Graves scored."
819,4925993,Bertsch pinch hit for Bullock.
820,4925993,Wilder to rf.
821,4925993,Nanny to 1b.
822,4925993,Bertsch to 2b.
823,4925993,Jones to cf.
824,4925993,Graves to lf.
825,4925993,"Stockton,Z pinch hit for Hansel,C."
826,4925993,"Rossi,H pinch hit for Gaytan,A."
827,4925993,"Rossi,H reached on a fielders choice (0-2 FS) Ardnt,P out at second 3b to 2b."
828,4925993,"Ortiz,J pinch hit for Wilbur,J."
829,4926857,Tanner to c for Hancock.
830,4926857,Koestler to p for Ginn.
831,4926857,J. McConnell reached on a fielders choice (0-2):G. Anglin out at second 2b to ss.
832,4926857,Patrick to p for Koestler.
833,4926857,T. Haught to p for D. Kreuzer.
834,4926857,Forrester to p for Patrick.
835,4926857,J. Luikart to p for T. Haught.
836,4926857,Sims to p for Forrester.
837,4926857,Cumbest to rf for Allen.
838,4926857,Brock to lf for Pimentel.
839,4926857,Shemper to p for Sims.
840,4937719,"Deas, D. reached on a fielders choice to shortstop (0-2 KK) Merejo, E. out at second ss to 2b Cheney, G. advanced to third."
841,4937719,"Horton, T. to p for Clark, S.."
842,4937719,KOMISTEK reached on a fielders choice to third base (2-2 SKFBBFFF) MERRITT out at second 3b to 2b.
843,4937719,HOLDING reached on a fielders choice to shortstop (1-1 KB) SANTIAGO out at second ss to 2b.
844,4937719,MURRRAY to p for SHAWVER.
845,4937719,"Brandon, J. to p for Horton, T.."
846,4937719,"SANTIAGO reached on a fielders choice to third base, RBI (2-2 KBFB) STAPP out at second 3b to 2b BELLINI scored."
847,4937719,MURPHY to p for MURRRAY.
848,4937719,"Gallman, T. reached on a fielders choice to third base (0-0) Glass, R. out at second 3b to 2b."
849,4937719,"Riesselmann to lf for Davies, D.."
850,4937719,"Jones, C. to p for Brandon, J.."
851,4937719,WIEMER to p.
852,4937719,"MEYER, N to lf for STAPP."
853,4937719,/ for MURPHY.
854,4937719,WIEMER to lf.
855,4937719,"MOORE to p for MEYER, N."
856,4937719,"Marchman, B. pinch hit for Gallman, T.."
857,4937719,"Marchman, B. to c."
858,4955793,Simpson reached on a fielders choice to shortstop (1-0 B):Goodman out at second ss to 2b.
859,4955793,"TUTTLE,B. to p for REA,A.."
860,4955793,Beckley to p for Connolly.
861,4955793,"ALVIAREZ,C. pinch hit for GERULA,C.."
862,4955793,"DORCEAN,M. to c for ALVIAREZ,C.."
863,4955793,Botkin pinch ran for Simpson.
864,4955793,Starling to p for Beckley.
865,4926893,Katafias reached on a fielders choice Lowry out at second 2b to ss.
866,4926893,Nathan Barry to p for Ryan Cyr.
867,4926893,Hubbell to p for South.
868,4926893,Stone Parker to p for Nathan Barry.
869,4926893,Steve Washilewski to p for Stone Parker.
870,4926893,Blaine Ray pinch ran for Nolan Metcalf.
871,4926434,McKenney reached on a fielders choice:Stella advanced to second:Pasic out at third ss to 3b.
872,4926434,"FEWELL, E. reached on a fielders choice, RBI:MCFALLS, S. scored."
873,4926434,Geoffrion to p for Sinacola.
874,4926434,Geoffrion to p for Sinacola.
875,4926434,"LUMPKIN, W. to p for HARRIS, T.."
876,4926434,Turenne pinch hit for Stella.
877,4926434,Sabatine reached on a fielders choice:Rainess out at second ss to 2b.
878,4926434,Turenne to 1b.
879,4926434,Doody pinch hit for Cohen.
880,4926434,Doody to lf.
881,4926434,"RENDON, C. to p for LUMPKIN, W.."
882,4928095,KENNEDY to p for SCANLON.
883,4928095,Hughes to p for Bertrand.
884,4928095,SMITH reached on a fielders choice (0-1 S):MULHALL advanced to second:DICKERSON out at third 3b unassisted.
885,4928095,Pianto to p for Hughes.
886,4926087,"T. Koerner reached on a fielders choice, bunt (1-0 B) J. Matos advanced to second N. Sciubba out at third p to 3b."
887,4926087,"Smith, Dal to p for Maxwell, Z."
888,4926087,D. Hall to p for Concevitch.
889,4926087,"Westbrooks to p for Smith, Dal."
890,4926087,C. Marquart to c for T. Koerner.
891,4926087,B. Gonzalez to p for D. Hall.
892,4926087,Candelaria to p for B. Gonzalez.
893,4926087,S. Delcollo pinch hit for A. Connor.
894,4926087,S. Delcollo to cf.
895,4926087,L. Garcia to lf for N. Sciubba.
896,4926087,"Reid, S pinch hit for Holland, J."
897,4926087,"Jackson, Jad pinch hit for Wilhite, A."
898,4926087,"Benson, C pinch hit for Waddell, L."
899,4926087,"Gonzalez, T pinch hit for Guldberg, M."
900,4926087,"Benson, C to ss."
901,4926087,"Gonzalez, T to lf."
902,4926087,"Turley, C to c for Reid, S."
903,4926087,"Jackson, Jad to 2b."
904,4926087,"King, B to p for Westbrooks."
905,4926831,"MEYLAN,S. to p for MILLER,R.."
906,4926831,"RUNEY,S. to p for MEYLAN,S.."
907,4926831,"REID, C. to p for DONOVAN, B.."
908,4926831,"DeLEON,L. pinch hit for HERNANDEZ,B.."
909,4926831,"DeLEON,L. to rf."
910,4926831,"ZEDALIS,Z. to p for RUNEY,S.."
911,4926831,"PHILLIPS,K. to dh for RABY,J.."
912,4926831,"MIZE,B. to lf for FAJARDO,N.."
913,4926831,VARELA-PAYNE to cf.
914,4926831,"BARRS, T. to dh for MUNDY, J.D.."
915,4926831,"WYATT, M. to c for PODARAS, S.."
916,4926831,"GERBER, A. to p for REID, C.."
917,4930496,Bender reached on a fielders choice:Marrero out at second ss to 2b:Maves advanced to third.
918,4930496,Bender reached on a fielders choice (0-0):Marrero out at second ss to 2b.
919,4930496,Mahoney to p for Nicolosi.
920,4930496,TAPIA pinch hit for BARRY.
921,4930496,TAPIA to 2b.
922,4930496,GRIMES pinch ran for PAXTON.
923,4930496,McKAY to p for FOUST.
924,4930496,Melnick pinch hit for Arici.
925,4930496,Melnick to rf.
926,4930496,PRICE pinch hit for KENG.
927,4930496,Romano to p for Mahoney.
928,4930496,PRICE to lf.
929,4930496,"THORNQUIST reached on a fielders choice, RBI (1-1 BK):GRIMES advanced to second:STURGES out at third ss to 3b:ROCK scored, unearned."
930,4930496,WENZEL to p for McKAY.
931,4926877,Hall to p for Tuthill.
932,4926877,"McLENDON, M. to lf."
933,4926877,"HUNT, H. to cf for ROWDON, B.."
934,4926877,"HARRISON, T. to p for MITCHELL, L.."
935,4926877,Hooper to p for Hall.
936,4926877,"WILSON, L. to p for HARRISON, T.."
937,4926877,Helms to p for Hooper.
938,4926877,"LANE, C. to p for WILSON, L.."
939,4926877,Idol pinch hit for Allison.
940,4926877,Welch reached on a fielders choice (0-2 KK):Cross advanced to second.
941,4926877,McGowan reached on a fielders choice (0-0):Leek out at second ss to 2b.
942,4926905,"BETTIO,M to p for GOE,J."
943,4926905,"Gleaves,D reached on a fielders choice to shortstop Iverson,Z out at second ss to 2b."
944,4926905,"Mayes,C pinch ran for Kelley,B."
945,4926905,"Frank,J reached on a fielders choice to shortstop, RBI Peterson,B advanced to second Mayes,C out at third ss to 3b Kark,D scored."
946,4926905,"Morrow,A pinch hit for Walker,Z."
947,4926905,"Mayes,C to lf."
948,4926905,"Hopman,Z to cf for Gleaves,D."
949,4926905,"SMITH, Z to p for BETTIO,M."
950,4926905,"Combs,S pinch hit for Proctor,A."
951,4926905,"Combs,S to c."
952,4926905,"Bianucci,Z to p for Erla,M."
953,4926905,"Iverson,Z to p."
954,4926905,"Hopman,T to 3b for Bianucci,Z."
955,4926905,"PETRUCELLI pinch hit for RAY,B."
956,4926599,Zach Daniels reached on a fielders choice to third base Luc Lipcius out at second 3b to 2b.
957,4926599,Kevin Raisbeck reached on a fielders choice to shortstop Jayden Gibson out at second ss unassisted.
958,4926599,Jayden Gibson reached on a fielders choice to shortstop Diego Munoz out at second ss to 2b.
959,4926599,Sean Hunley to p for Chad Dallas.
960,4926599,Christian Scott to rf for Matt Turino.
961,4926599,Chandler Fochs to p for Javin Drake.
962,4926599,Chase VanDerGinst pinch ran for Jayden Gibson.
963,4926599,Adam Juran to c for Chase VanDerGinst.
964,4929627,Cavanaugh to dh for McConnon.
965,4929627,Lester to p for Cappas.
966,4929627,Zimmerman to p for Devine.
967,4929627,McKennitt to p for Lester.
968,4929627,"Artz reached on a fielders choice, bunt:Hueth advanced to second:Markoski out at third p to 3b."
969,4929627,Wash to c for Vera.
970,4929627,Spearman pinch hit for Santangelo.
971,4929627,Hulett to 1b for Spearman.
972,4929627,Smith to p for McKennitt.
973,4929627,Drapeau to p for Zimmerman.
974,4929627,Trigiani to dh for Cavanaugh.
975,4929627,Weber to p for Drapeau.
976,4929627,Namey to lf for Johnson.
977,4929627,Powell to p for Smith.
978,4929627,Hess reached on a fielders choice:Washington out at second 3b to 2b:Yanni advanced to third.
979,4929627,Barto pinch ran for Hulett.
980,4929627,Kennedy to p for Weber.
981,4929627,Washington reached on a fielders choice:Yanni advanced to third.
982,4929627,OBrien to p for Kennedy.
983,4929627,Bloebaum to 1b for Barto.
984,4926392,Hershman to p for Maniscalco.
985,4926392,Davis advanced to second:Hill advanced to third.
986,4926392,Satriale to p for Babalis.
987,4926392,Goodwin to p for Satriale.
988,4926392,Baratta to 1b.
989,4926392,Taylor to 2b for Gsell.
990,4926392,Tan to 3b for Drpich.
991,4926392,Congdon to 3b for Rodriguez.
992,4926392,Reifler to rf for Franchi.
993,4926392,Hester to dh for Hill.
994,4926392,Galanie to 3b for Congdon.
995,4926392,McWilliams to p for Hershman.
996,4926392,Yunger pinch hit for Davis.
997,4926392,Dorighi pinch hit for Orzel.
998,4926392,Beckley to cf for Yunger.
999,4926392,Dorighi to 1b.
1000,4926392,Schwaner to p for McWilliams.
1001,4926392,Mason to dh for Freedman.
1002,4926482,"Harvey, Ryan to p for Boone, Rodney."
1003,4926482,"Rodriguez, Brady to p for Brahms, Parker."
1004,4926482,"Marsh, Michael pinch hit for Ledford, Steele."
1005,4926482,"Marquez, Mason to rf."
1006,4926482,"Willow, Jason to cf."
1007,4926482,"Marsh, Michael to lf."
1008,4926482,"Candau, Josh to p for Harvey, Ryan."
1009,4926482,"Martizia, Travis to p for Rodriguez, Brady."
1010,4926482,"Walstad, Ryan to 1b."
1011,4926482,"Bojorquez, Jorge to 2b for Vincelli-Simard, M."
1012,4926482,"Kirtley, Christian reached on a fielders choice to first base Castanon, Marcos out at second 1b to ss OConnor, McClain advanced to third."
1013,4939153,"McGarvey, M to p for Burica, C."
1014,4939153,"McCarvel, J to p for McGarvey, M."
1015,4939153,"Silva, R to p for McCarvel, J."
1016,4939153,NEMIVANT pinch hit for SCHILPEROOT.
1017,4939153,"REINERTSEN to p for SWEANY,Q."
1018,4939153,"Stevenson, R pinch hit for Oyama, K."
1019,4939153,"Tuohy, G pinch ran for Stevenson, R."
1020,4939153,CURTIS to p for REINERTSEN.
1021,4939153,"Keith, D to cf."
1022,4939153,"Plaia, N to 2b."
1023,4939153,"Tuohy, G to rf."
1024,4939153,"St.Marseille to p for Silva, R."
1025,4939153,"Finnel, B to p for St.Marseille."
1026,4939153,"ARAKAWA out on the play, out at home c to p."
1027,4939153,MICHAEL JR. pinch hit for HAYES.
1028,4939153,MONA to 1b for MICHAEL JR..
1029,4939153,NEMIVANT to dh.
1030,4939153,GLOVER to p for CURTIS.
1031,4939153,"Berohn, Z pinch hit for Tuohy, G."
1032,4939153,"King, G pinch hit for Berohn, Z."
1033,4926353,Mathes to p.
1034,4926353,/ for Miller.
1035,4926353,Ryan Webb to p for Hancock.
1036,4926353,Be Anderson reached on a fielders choice Cole Tate out at second 2b to ss.
1037,4926353,Floyd pinch hit for Meadows.
1038,4926353,Marshall to c for Floyd.
1039,4926353,Mathes to dh.
1040,4926353,Balducci to p.
1041,4926353,Leckie pinch hit for Mathes.
1042,4926353,DeLarso to p for Balducci.
1043,4926353,"Dropped foul ball, E2."
1044,4926353,Jernigan pinch ran for Sullivan.
1045,4930054,"LITTLE, B. to p for EDWARDS, J.."
1046,4930054,Long to p for Strickland.
1047,4930054,"TROOST, C. pinch hit for BARBOUR, W.."
1048,4930054,"TROOST, C. to 2b."
